http://tolkiengateway.net/wiki/Tar-Alcarin|b'http://tolkiengateway.net/wiki/Herucalmo'|Tar-Alcarin||King of Númenor|S.A.|2406|S.A.|2737|S.A.|2637
http://tolkiengateway.net/wiki/Malvegil|b'http://tolkiengateway.net/wiki/Celebrindor'|Malvegil||King of Arthedain|T.A.|1144|T.A.|1349|T.A.|1272
http://tolkiengateway.net/wiki/Atanatar_II|b'http://tolkiengateway.net/wiki/Hyarmendacil_I'|Atanatar II|Alcarin|King of Gondor|T.A.|977|T.A.|1226|T.A.|1149
http://tolkiengateway.net/wiki/Tar-Vanimeldë|b'http://tolkiengateway.net/wiki/Tar-Telemmaitë'|Tar-Vanimeldë||Ruling Queen of Númenor|S.A.|2277|S.A.|2637|S.A.|2526
http://tolkiengateway.net/wiki/Tar-Calmacil|b'http://tolkiengateway.net/wiki/Tar-Alcarin'|Tar-Calmacil|Ar-Belzagar|King of Númenor|S.A.|2516|S.A.|2825|S.A.|2737
http://tolkiengateway.net/wiki/Argeleb_I|b'http://tolkiengateway.net/wiki/Malvegil'|Argeleb I||King of Arthedain|T.A.|1226|T.A.|1356|T.A.|1349
http://tolkiengateway.net/wiki/Narmacil_I|b'http://tolkiengateway.net/wiki/Atanatar_II'|Narmacil I||King of Gondor|T.A.|1049|T.A.|1294|T.A.|1226
http://tolkiengateway.net/wiki/Calmacil_(King_of_Gondor)|b'http://tolkiengateway.net/wiki/Atanatar_II'|Calmacil||King of Gondor|T.A.|1058|T.A.|1304|T.A.|1294
http://tolkiengateway.net/wiki/Tar-Ardamin|b'http://tolkiengateway.net/wiki/Tar-Calmacil'|Tar-Ardamin|Ar-Abattârik|King of Númenor|S.A.|2618|S.A.|2899|S.A.|2825
http://tolkiengateway.net/wiki/Arveleg_I|b'http://tolkiengateway.net/wiki/Argeleb_I'|Arveleg I||King of Arthedain|T.A.|1309|T.A.|1409|T.A.|1356
http://tolkiengateway.net/wiki/Rómendacil_II|b'http://tolkiengateway.net/wiki/Calmacil_(King_of_Gondor)'|Rómendacil II|Minalcar|King of Gondor|T.A.|1126|T.A.|1366|T.A.|1304
http://tolkiengateway.net/wiki/Ar-Adûnakhôr|b'http://tolkiengateway.net/wiki/Tar-Ardamin'|Ar-Adûnakhôr|Tar-Herunúmen|King of Númenor|S.A.|2709|S.A.|2962|S.A.|2899
http://tolkiengateway.net/wiki/Araphor|b'http://tolkiengateway.net/wiki/Arveleg_I'|Araphor||King of Arthedain|T.A.|1391|T.A.|1589|T.A.|1409
http://tolkiengateway.net/wiki/Valacar|b'http://tolkiengateway.net/wiki/Rómendacil_II'|Valacar||King of Gondor|T.A.|1194|T.A.|1432|T.A.|1366
http://tolkiengateway.net/wiki/Ar-Zimrathôn|b'http://tolkiengateway.net/wiki/Ar-Adûnakhôr'|Ar-Zimrathôn|Tar-Hostamir|King of Númenor|S.A.|2798|S.A.|3033|S.A.|2962
http://tolkiengateway.net/wiki/Argeleb_II|b'http://tolkiengateway.net/wiki/Araphor'|Argeleb||King of Arthedain|T.A.|1473|T.A.|1670|T.A.|1589
http://tolkiengateway.net/wiki/Ar-Sakalthôr|b'http://tolkiengateway.net/wiki/Ar-Zimrathôn'|Ar-Sakalthôr|Tar-Falassion|King of Númenor|S.A.|2876|S.A.|3102|S.A.|3033
http://tolkiengateway.net/wiki/Eldacar_(King_of_Gondor)|b'http://tolkiengateway.net/wiki/Valacar'|Eldacar|Vinitharya|King of Gondor|T.A.|1255|T.A.|1490|T.A.|1432
http://tolkiengateway.net/wiki/Arvegil|b'http://tolkiengateway.net/wiki/Argeleb_II'|Arvegil||King of Arthedain|T.A.|1553|T.A.|1743|T.A.|1670
http://tolkiengateway.net/wiki/Ar-Gimilzôr|b'http://tolkiengateway.net/wiki/Ar-Sakalthôr'|Ar-Gimilzôr|Tar-Telemnar|King of Númenor|S.A.|2960|S.A.|3177|S.A.|3102
http://tolkiengateway.net/wiki/Arveleg_II|b'http://tolkiengateway.net/wiki/Arvegil'|Arveleg II||King of Arthedain|T.A.|1633|T.A.|1813|T.A.|1743
http://tolkiengateway.net/wiki/Aldamir|b'http://tolkiengateway.net/wiki/Eldacar_(King_of_Gondor)'|Aldamir||King of Gondor|T.A.|1330|T.A.|1540|T.A.|1490
http://tolkiengateway.net/wiki/Tar-Palantir|b'http://tolkiengateway.net/wiki/Ar-Gimilzôr'|Tar-Palantir|Inziladûn|King of Númenor|S.A.|3035|S.A.|3255|S.A.|3177
http://tolkiengateway.net/wiki/Araval|b'http://tolkiengateway.net/wiki/Arveleg_II'|Araval||King of Arthedain|T.A.|1711|T.A.|1891|T.A.|1813
http://tolkiengateway.net/wiki/Hyarmendacil_II|b'http://tolkiengateway.net/wiki/Aldamir'|Hyarmendacil II|Vinyarion|King of Gondor|T.A.|1391|T.A.|1621|T.A.|1540
http://tolkiengateway.net/wiki/Araphant|b'http://tolkiengateway.net/wiki/Araval'|Araphant||King of Arthedain|T.A.|1789|T.A.|1964|T.A.|1891
http://tolkiengateway.net/wiki/Ar-Pharazôn|b'http://tolkiengateway.net/wiki/Gimilkhâd'|Ar-Pharazôn|Tar-Calion|King of Númenor|S.A.|3118|S.A.|3319|S.A.|3255
http://tolkiengateway.net/wiki/Minardil|b'http://tolkiengateway.net/wiki/Hyarmendacil_II'|Minardil||King of Gondor|T.A.|1454|T.A.|1634|T.A.|1621
http://tolkiengateway.net/wiki/Arvedui|b'http://tolkiengateway.net/wiki/Araphant'|Arvedui|Last King|King of Arthedain|T.A.|1864|March||T.A.|1964
http://tolkiengateway.net/wiki/Tarondor_(King_of_Gondor)|b'http://tolkiengateway.net/wiki/Minastan'|Tarondor||King of Gondor|T.A.|1577|T.A.|1798|T.A.|1636
http://tolkiengateway.net/wiki/Aranarth|b'http://tolkiengateway.net/wiki/Arvedui'|Aranarth||Chieftain of the Dúnedain|T.A.|1938|T.A.|2106|T.A.|1975
http://tolkiengateway.net/wiki/Telumehtar_Umbardacil|b'http://tolkiengateway.net/wiki/Tarondor_(King_of_Gondor)'|Telumehtar|Umbardacil|King of Gondor|T.A.|1632|T.A.|1850|T.A.|1798
http://tolkiengateway.net/wiki/Arahael|b'http://tolkiengateway.net/wiki/Aranarth'|Arahael||Chieftain of the Dúnedain|T.A.|2012|T.A.|2177|T.A.|2106
http://tolkiengateway.net/wiki/Aranuir|b'http://tolkiengateway.net/wiki/Arahael'|Aranuir||Chieftain of the Dúnedain|T.A.|2084|T.A.|2247|T.A.|2177
http://tolkiengateway.net/wiki/Narmacil_II|b'http://tolkiengateway.net/wiki/Telumehtar_Umbardacil'|Narmacil II||King of Gondor|T.A.|1684|T.A.|1856|T.A.|1850
http://tolkiengateway.net/wiki/Aravir|b'http://tolkiengateway.net/wiki/Aranuir'|Aravir||Chieftain of the Dúnedain|T.A.|2156|T.A.|2319|T.A.|2247
http://tolkiengateway.net/wiki/Calimehtar_(King_of_Gondor)|b'http://tolkiengateway.net/wiki/Narmacil_II'|Calimehtar||King of Gondor|T.A.|1736|T.A.|1936|T.A.|1856
http://tolkiengateway.net/wiki/Aragorn_I|b'http://tolkiengateway.net/wiki/Aravir'|Aragorn I||Chieftain of the Dúnedain|T.A.|2227|T.A.|2327|T.A.|2319
http://tolkiengateway.net/wiki/Araglas|b'http://tolkiengateway.net/wiki/Aragorn_I'|Araglas||Chieftain of the Dúnedain|T.A.|2296|T.A.|2455|T.A.|2327
http://tolkiengateway.net/wiki/Ondoher|b'http://tolkiengateway.net/wiki/Calimehtar_(King_of_Gondor)'|Ondoher||King of Gondor|T.A.|1787|T.A.|1944|T.A.|1936
http://tolkiengateway.net/wiki/Arahad_I|b'http://tolkiengateway.net/wiki/Araglas'|Arahad I||Chieftain of the Dúnedain|T.A.|2365|T.A.|2523|T.A.|2455
http://tolkiengateway.net/wiki/Aragost|b'http://tolkiengateway.net/wiki/Arahad_I'|Aragost||Chieftain of the Dúnedain|T.A.|2431|T.A.|2588|T.A.|2523
http://tolkiengateway.net/wiki/Aravorn|b'http://tolkiengateway.net/wiki/Aragost'|Aravorn||Chieftain of the Dúnedain|T.A.|2497|T.A.|2654|T.A.|2588
http://tolkiengateway.net/wiki/Arahad_II|b'http://tolkiengateway.net/wiki/Aravorn'|Arahad II||Chieftain of the Dúnedain|T.A.|2563|T.A.|2719|T.A.|2654
http://tolkiengateway.net/wiki/Arassuil|b'http://tolkiengateway.net/wiki/Arahad_II'|Arassuil||Chieftain of the Dúnedain|T.A.|2628|T.A.|2784|T.A.|2719
http://tolkiengateway.net/wiki/Arathorn_I|b'http://tolkiengateway.net/wiki/Arassuil'|Arathorn I||Chieftain of the Dúnedain|T.A.|2696|T.A.|2848|T.A.|2784
http://tolkiengateway.net/wiki/Argonui|b'http://tolkiengateway.net/wiki/Arathorn_I'|Argonui||Chieftain of the Dúnedain|T.A.|2757|T.A.|2912|T.A.|2848
http://tolkiengateway.net/wiki/Arador|b'http://tolkiengateway.net/wiki/Argonui'|Arador||Chieftain of the Dúnedain|T.A.|2820|T.A.|2930|T.A.|2912
http://tolkiengateway.net/wiki/Arathorn_II|b'http://tolkiengateway.net/wiki/Arador'|Arathorn II||Chieftain of the Dúnedain|T.A.|2873|T.A.|2933|T.A.|2930
http://tolkiengateway.net/wiki/Aragorn|b'http://tolkiengateway.net/wiki/Arathorn_II'|Aragorn|Aragorn II, |Chieftain of the Dúnedain|1||Fo.A.|120|T.A.|2933
http://tolkiengateway.net/wiki/Eldarion|b'http://tolkiengateway.net/wiki/Aragorn'|Eldarion||Great King, |Early||c.||c. Fo.A.|120
