http://tolkiengateway.net/wiki/Tar-Meneldur|b'http://tolkiengateway.net/wiki/Tar-Elendil'|Tar-Meneldur|Írimon|King of Númenor|S.A. 543|S.A. 740 - 883 (143 years)||S.A. 942 (aged 399) |
http://tolkiengateway.net/wiki/Anardil_(King_of_Gondor)|b'http://tolkiengateway.net/wiki/E%C3%A4rendil_(King_of_Gondor)'|Anardil||King of Gondor|T.A. 136|T.A. 324 - T.A. 411 (87 years)||T.A. 411 (aged 275) |
http://tolkiengateway.net/wiki/Tarcil|b'http://tolkiengateway.net/wiki/Arantar'|Tarcil||King of Arnor|T.A. 280[1]|T.A. 435 - 515||T.A. 515[2] (aged 235) |
http://tolkiengateway.net/wiki/Tar-Aldarion|b'http://tolkiengateway.net/wiki/Tar-Meneldur'|Tar-Aldarion|Anardil|King of Númenor|April, S.A. 700|S.A. 883 - 1075 (192 years)||S.A. 1098 (aged 398) |
http://tolkiengateway.net/wiki/Almiel|b'http://tolkiengateway.net/wiki/Tar-Meneldur'|Almiel|||S.A. 729||||
http://tolkiengateway.net/wiki/Ailinel|b'http://tolkiengateway.net/wiki/Tar-Meneldur'|Ailinel|||S.A. 712||||
http://tolkiengateway.net/wiki/Ostoher|b'http://tolkiengateway.net/wiki/Anardil_(King_of_Gondor)'|Ostoher||King of Gondor|T.A. 222|T.A. 411 - 492 (81 years)||T.A. 492 (aged 270) |
http://tolkiengateway.net/wiki/Tarondor_(King_of_Arnor)|b'http://tolkiengateway.net/wiki/Tarcil'|Tarondor||King of Arnor|T.A. 372|T.A. 515 - 602||T.A. 602 (aged 230) |
http://tolkiengateway.net/wiki/Soronto|b'http://tolkiengateway.net/wiki/Ailinel'|Soronto|||S.A. 799||||
http://tolkiengateway.net/wiki/R%C3%B3mendacil_I|b'http://tolkiengateway.net/wiki/Ostoher'|Rómendacil I|Tarostar|King of Gondor|T.A. 310|T.A. 492 - 541 (49 years)||T.A. 541 (aged 231) |
http://tolkiengateway.net/wiki/Valandur|b'http://tolkiengateway.net/wiki/Tarondor_(King_of_Arnor)'|Valandur||King of Arnor|T.A. 462|T.A. 602 - 652||T.A. 652 (aged 190) |
http://tolkiengateway.net/wiki/Tar-Ancalim%C3%AB|b'http://tolkiengateway.net/wiki/Tar-Aldarion'|Tar-Ancalimë|Emerwen Aranel|Ruling Queen of Númenor|S.A. 873|S.A. 1075 - 1280 (205 years)||S.A. 1285 (aged 412) |
http://tolkiengateway.net/wiki/Turambar_(King_of_Gondor)|b'http://tolkiengateway.net/wiki/R%C3%B3mendacil_I'|Turambar||King of Gondor|T.A. 397|T.A. 541 - 667 (126 years)||T.A. 667 (aged 270) |
http://tolkiengateway.net/wiki/Tar-An%C3%A1rion|b'http://tolkiengateway.net/wiki/Tar-Ancalim%C3%AB'|Tar-Anárion||King of Númenor|S.A. 1003|S.A. 1280 - 1394 (114 years)||S.A. 1404 (aged 401 years) |
http://tolkiengateway.net/wiki/Elendur_(King_of_Arnor)|b'http://tolkiengateway.net/wiki/Valandur'|Elendur||King of Arnor|T.A. 552|T.A. 652 - 777||T.A. 777 (aged 225) |
http://tolkiengateway.net/wiki/Atanatar_I|b'http://tolkiengateway.net/wiki/Turambar_(King_of_Gondor)'|Atanatar I||King of Gondor|T.A. 480|T.A. 667 - 748 (81 years)||T.A. 748 (aged 268) |
http://tolkiengateway.net/wiki/Tar-S%C3%BArion|b'http://tolkiengateway.net/wiki/Tar-An%C3%A1rion'|Tar-Súrion||King of Númenor|S.A. 1174|S.A. 1394 - 1556 (162 years)||S.A. 1574 (aged 400) |
http://tolkiengateway.net/wiki/E%C3%A4rendur_(King_of_Arnor)|b'http://tolkiengateway.net/wiki/Elendur_(King_of_Arnor)'|Eärendur||King of Arnor|T.A. 640|T.A. 777 - 861||T.A. 861 (aged 221) |
http://tolkiengateway.net/wiki/Isilmo|b'http://tolkiengateway.net/wiki/Tar-S%C3%BArion'|Isilmo|||After S.A. 1320|||Before S.A. 1731 (aged <411) |
http://tolkiengateway.net/wiki/Siriondil_(King_of_Gondor)|b'http://tolkiengateway.net/wiki/Atanatar_I'|Siriondil||King of Gondor|T.A. 570|T.A. 748 – 830 (82 years)||T.A. 830 (aged 260) |
http://tolkiengateway.net/wiki/Tar-Telperi%C3%ABn|b'http://tolkiengateway.net/wiki/Tar-S%C3%BArion'|Tar-Telperiën||Ruling Queen of Númenor|S.A. 1320|S.A. 1556 - 1731 (175 years)||S.A. 1731 (aged 411) |
http://tolkiengateway.net/wiki/Amlaith|b'http://tolkiengateway.net/wiki/E%C3%A4rendur_(King_of_Arnor)'|Amlaith||King of Arthedain|T.A. 726|T.A. 861 - 946||T.A. 946 (aged 220) |
http://tolkiengateway.net/wiki/Tarciryan|b'http://tolkiengateway.net/wiki/Siriondil_(King_of_Gondor)'|Tarciryan|||After T.A. 654|||Before T.A. 913 (aged <259) |
http://tolkiengateway.net/wiki/Kings_of_Cardolan|b'http://tolkiengateway.net/wiki/E%C3%A4rendur_(King_of_Arnor)'||||||||
http://tolkiengateway.net/wiki/Tar-Minastir|b'http://tolkiengateway.net/wiki/Isilmo'|Tar-Minastir||King of Númenor|S.A. 1474|S.A. 1731 - 1869 (138 years)||S.A. 1873 (aged 399) |
http://tolkiengateway.net/wiki/Tarannon|b'http://tolkiengateway.net/wiki/Siriondil_(King_of_Gondor)'|Tarannon|Falastur|King of Gondor|T.A. 654|T.A. 830 - 913 (83 years)||T.A. 913 (aged 259) |
http://tolkiengateway.net/wiki/Kings_of_Rhudaur|b'http://tolkiengateway.net/wiki/E%C3%A4rendur_(King_of_Arnor)'||||||||
http://tolkiengateway.net/wiki/Beleg_(King_of_Arthedain)|b'http://tolkiengateway.net/wiki/Amlaith'|Beleg||King of Arthedain|T.A. 811|T.A. 946 - 1029||T.A. 1029 (aged 218) |
http://tolkiengateway.net/wiki/E%C3%A4rnil_I|b'http://tolkiengateway.net/wiki/Tarciryan'|Eärnil I||King of Gondor|T.A. 736|T.A. 913 - 936 (23 years)||T.A. 936 (aged 200)In the sea off Umbar |
http://tolkiengateway.net/wiki/Tar-Ciryatan|b'http://tolkiengateway.net/wiki/Tar-Minastir'|Tar-Ciryatan|Ar-Balkumagân|King of Númenor|S.A. 1634[1]|S.A. 1869 - 2029 (160 years)||S.A. 2035[1] (aged 401) |
http://tolkiengateway.net/wiki/Mallor|b'http://tolkiengateway.net/wiki/Beleg_(King_of_Arthedain)'|Mallor||King of Arthedain|T.A. 895|T.A. 1029 - 1110||T.A. 1110 (aged 215) |
http://tolkiengateway.net/wiki/Tar-Atanamir|b'http://tolkiengateway.net/wiki/Tar-Ciryatan'|Tar-Atanamir|"""The Great"", ""The Unwilling"""|King of Númenor|S.A. 1800|S.A. 2029 - 2221 (192 years)||S.A. 2221 (aged 421) |
http://tolkiengateway.net/wiki/Ciryandil|b'http://tolkiengateway.net/wiki/E%C3%A4rnil_I'|Ciryandil||King of Gondor|T.A. 820|T.A. 936 - 1015 (79 years)||T.A. 1015 (aged 195)Haradwaith |
http://tolkiengateway.net/wiki/Celepharn|b'http://tolkiengateway.net/wiki/Mallor'|Celepharn||King of Arthedain|T.A. 979|T.A. 1110 - 1191||T.A. 1191 (aged 212) |
http://tolkiengateway.net/wiki/Tar-Ancalimon|b'http://tolkiengateway.net/wiki/Tar-Atanamir'|Tar-Ancalimon||King of Númenor|S.A. 1986|S.A. 2221 - 2386 (165 years)||S.A. 2386 (aged 400) |
http://tolkiengateway.net/wiki/Herucalmo|b'http://tolkiengateway.net/wiki/Tar-Atanamir'|Tar-Anducal|Herucalmo|King of Númenor|S.A. 2286|S.A. 2637 - 2657 (20 years)||S.A. 2657 (aged 371) |
http://tolkiengateway.net/wiki/Hyarmendacil_I|b'http://tolkiengateway.net/wiki/Ciryandil'|Hyarmendacil I|Ciryaher|King of Gondor|T.A. 899|T.A. 1015 - 1149 (134 years)||T.A. 1149 (aged 250) |
http://tolkiengateway.net/wiki/Celebrindor|b'http://tolkiengateway.net/wiki/Celepharn'|Celebrindor||King of Arthedain|T.A. 1062|T.A. 1191 - 1272||T.A. 1272 (aged 210) |
http://tolkiengateway.net/wiki/Tar-Telemmait%C3%AB|b'http://tolkiengateway.net/wiki/Tar-Ancalimon'|Tar-Telemmaitë||King of Númenor|S.A. 2136|S.A. 2386 - 2526 (140 years)||S.A. 2526 (aged 390) |
http://tolkiengateway.net/wiki/Tar-Alcarin|b'http://tolkiengateway.net/wiki/Herucalmo'|Tar-Alcarin||King of Númenor|S.A. 2406|S.A. 2637 - 2737 (de jure)S.A. 2657 - 2737 (de facto)||S.A. 2737 (aged 331) |
http://tolkiengateway.net/wiki/Malvegil|b'http://tolkiengateway.net/wiki/Celebrindor'|Malvegil||King of Arthedain|T.A. 1144|T.A. 1272 - 1349||T.A. 1349 (aged 205) |
http://tolkiengateway.net/wiki/Atanatar_II|b'http://tolkiengateway.net/wiki/Hyarmendacil_I'|Atanatar II|Alcarin|King of Gondor|T.A. 977|T.A. 1149 - 1226 (77 years)||T.A. 1226 (aged 249) |
http://tolkiengateway.net/wiki/Tar-Vanimeld%C3%AB|b'http://tolkiengateway.net/wiki/Tar-Telemmait%C3%AB'|Tar-Vanimeldë||Ruling Queen of Númenor|S.A. 2277|S.A. 2526 - 2637 (111 years)||S.A. 2637 (aged 360) |
http://tolkiengateway.net/wiki/Tar-Calmacil|b'http://tolkiengateway.net/wiki/Tar-Alcarin'|Tar-Calmacil|Ar-Belzagar|King of Númenor|S.A. 2516|S.A. 2737 - 2825 (88 years)||S.A. 2825 (aged 309) |
http://tolkiengateway.net/wiki/Argeleb_I|b'http://tolkiengateway.net/wiki/Malvegil'|Argeleb I||King of Arthedain|T.A. 1226|T.A. 1349 - 1356||T.A. 1356 (aged 130)Rhudaur |
http://tolkiengateway.net/wiki/Narmacil_I|b'http://tolkiengateway.net/wiki/Atanatar_II'|Narmacil I||King of Gondor|T.A. 1049|T.A. 1226 - 1294 (68 years)||T.A. 1294 (aged 245) |
http://tolkiengateway.net/wiki/Calmacil_(King_of_Gondor)|b'http://tolkiengateway.net/wiki/Atanatar_II'|Calmacil||King of Gondor|T.A. 1058|T.A. 1294 - 1304 (10 years)||T.A. 1304 (aged 246) |
http://tolkiengateway.net/wiki/Gimilzagar|b'http://tolkiengateway.net/wiki/Tar-Calmacil'|Gimilzagar|||S.A. 2630||||
http://tolkiengateway.net/wiki/Tar-Ardamin|b'http://tolkiengateway.net/wiki/Tar-Calmacil'|Tar-Ardamin|Ar-Abattârik|King of Númenor|S.A. 2618|S.A. 2825 - 2899 (74 years)||S.A. 2899 (aged 281) |
http://tolkiengateway.net/wiki/Arveleg_I|b'http://tolkiengateway.net/wiki/Argeleb_I'|Arveleg I||King of Arthedain|T.A. 1309|T.A. 1356 - 1409||T.A. 1409 (aged 100)Fall of Amon Sûl |
http://tolkiengateway.net/wiki/Calimehtar_(son_of_Calmacil)|b'http://tolkiengateway.net/wiki/Calmacil_(King_of_Gondor)'||||||||
http://tolkiengateway.net/wiki/R%C3%B3mendacil_II|b'http://tolkiengateway.net/wiki/Calmacil_(King_of_Gondor)'|Rómendacil II|Minalcar|King of Gondor|T.A. 1126|T.A. 1304 - 1366 (62 years)||T.A. 1366 (aged 240) |
http://tolkiengateway.net/wiki/Ar-Ad%C3%BBnakh%C3%B4r|b'http://tolkiengateway.net/wiki/Tar-Ardamin'|Ar-Adûnakhôr|Tar-Herunúmen|King of Númenor|S.A. 2709|S.A. 2899 - 2962 (63 years)||S.A. 2962 (aged 253) |
http://tolkiengateway.net/wiki/Araphor|b'http://tolkiengateway.net/wiki/Arveleg_I'|Araphor||King of Arthedain|T.A. 1391|T.A. 1409 - 1589||T.A. 1589 (aged 198) |
http://tolkiengateway.net/wiki/Valacar|b'http://tolkiengateway.net/wiki/R%C3%B3mendacil_II'|Valacar||King of Gondor|T.A. 1194|T.A. 1366 - 1432 (66 years)||T.A. 1432 (aged 238) |
http://tolkiengateway.net/wiki/Ar-Zimrath%C3%B4n|b'http://tolkiengateway.net/wiki/Ar-Ad%C3%BBnakh%C3%B4r'|Ar-Zimrathôn|Tar-Hostamir|King of Númenor|S.A. 2798|S.A. 2962 - 3033 (71 years)||S.A. 3033 (aged 235) |
http://tolkiengateway.net/wiki/Argeleb_II|b'http://tolkiengateway.net/wiki/Araphor'|Argeleb||King of Arthedain|T.A. 1473|T.A. 1589 - 1670||T.A. 1670 (aged 197) |
http://tolkiengateway.net/wiki/Ar-Sakalth%C3%B4r|b'http://tolkiengateway.net/wiki/Ar-Zimrath%C3%B4n'|Ar-Sakalthôr|Tar-Falassion|King of Númenor|S.A. 2876|S.A. 3033 - 3102 (69 years)||S.A. 3102 (aged 226) |
http://tolkiengateway.net/wiki/Eldacar_(King_of_Gondor)|b'http://tolkiengateway.net/wiki/Valacar'|Eldacar|Vinitharya|King of Gondor|T.A. 1255|T.A. 1432 - 1437T.A. 1447 - 1490||T.A. 1490 (aged 235) |
http://tolkiengateway.net/wiki/Arvegil|b'http://tolkiengateway.net/wiki/Argeleb_II'|Arvegil||King of Arthedain|T.A. 1553|T.A. 1670 - 1743||T.A. 1743 (aged 190) |
http://tolkiengateway.net/wiki/Ar-Gimilz%C3%B4r|b'http://tolkiengateway.net/wiki/Ar-Sakalth%C3%B4r'|Ar-Gimilzôr|Tar-Telemnar|King of Númenor|S.A. 2960|S.A. 3102 - 3177 (75 years)||S.A. 3177 (aged 217) |
http://tolkiengateway.net/wiki/Arveleg_II|b'http://tolkiengateway.net/wiki/Arvegil'|Arveleg II||King of Arthedain|T.A. 1633|T.A. 1743 - 1813||T.A. 1813 (aged 180) |
http://tolkiengateway.net/wiki/Ornendil|b'http://tolkiengateway.net/wiki/Eldacar_(King_of_Gondor)'|Ornendil|||Before T.A. 1330|||T.A. 1437 (aged 107+) |
http://tolkiengateway.net/wiki/Aldamir|b'http://tolkiengateway.net/wiki/Eldacar_(King_of_Gondor)'|Aldamir||King of Gondor|T.A. 1330|T.A. 1490 - 1540 (50 years)||T.A. 1540 (aged 210) |
http://tolkiengateway.net/wiki/Gimilkh%C3%A2d|b'http://tolkiengateway.net/wiki/Ar-Gimilz%C3%B4r'|Gimilkhâd|||S.A. 3044|||S.A. 3243 (aged 199) |
http://tolkiengateway.net/wiki/Tar-Palantir|b'http://tolkiengateway.net/wiki/Ar-Gimilz%C3%B4r'|Tar-Palantir|Inziladûn|King of Númenor|S.A. 3035|S.A. 3177 - S.A. 3255 (78 years)||S.A. 3255 (aged 220) |
http://tolkiengateway.net/wiki/Araval|b'http://tolkiengateway.net/wiki/Arveleg_II'|Araval||King of Arthedain|T.A. 1711|T.A. 1813 - 1891||T.A. 1891 (aged 180) |
http://tolkiengateway.net/wiki/Hyarmendacil_II|b'http://tolkiengateway.net/wiki/Aldamir'|Hyarmendacil II|Vinyarion|King of Gondor|T.A. 1391|T.A. 1540 - 1621 (81 years)||T.A. 1621 (aged 230) |
http://tolkiengateway.net/wiki/Araphant|b'http://tolkiengateway.net/wiki/Araval'|Araphant||King of Arthedain|T.A. 1789|T.A. 1891 - 1964||T.A. 1964 (aged 175) |
http://tolkiengateway.net/wiki/Tar-M%C3%ADriel|b'http://tolkiengateway.net/wiki/Tar-Palantir'||||||||
http://tolkiengateway.net/wiki/Ar-Pharaz%C3%B4n|b'http://tolkiengateway.net/wiki/Gimilkh%C3%A2d'|Ar-Pharazôn|Tar-Calion|King of Númenor|S.A. 3118|S.A. 3255 - 3319 (64 years)||S.A. 3319 (aged 201)On the shores of Aman |
http://tolkiengateway.net/wiki/Minardil|b'http://tolkiengateway.net/wiki/Hyarmendacil_II'|Minardil||King of Gondor|T.A. 1454|T.A. 1621 - 1634||T.A. 1634 (aged 180)Pelargir |
http://tolkiengateway.net/wiki/Arvedui|b'http://tolkiengateway.net/wiki/Araphant'|Arvedui|Last King|King of Arthedain|T.A. 1864|T.A. 1964 - 1975||March T.A. 1975 (aged 111)Icebay of Forochel |
http://tolkiengateway.net/wiki/Minastan|b'http://tolkiengateway.net/wiki/Minardil'|Minastin|||After T.A. 1516||||
http://tolkiengateway.net/wiki/Telemnar|b'http://tolkiengateway.net/wiki/Minardil'|Telemnar|||T.A. 1516|T.A. 1634 - 1636 (2 years)||T.A. 1636 (aged 120)During Great Plague |
http://tolkiengateway.net/wiki/Tarondor_(King_of_Gondor)|b'http://tolkiengateway.net/wiki/Minastan'|Tarondor||King of Gondor|T.A. 1577|T.A. 1636 - 1798||T.A. 1798 (aged 221) |
http://tolkiengateway.net/wiki/Aranarth|b'http://tolkiengateway.net/wiki/Arvedui'|Aranarth||Chieftain of the Dúnedain|T.A. 1938|T.A. 1975 - 2106||T.A. 2106 (aged 168) |
http://tolkiengateway.net/wiki/Telumehtar_Umbardacil|b'http://tolkiengateway.net/wiki/Tarondor_(King_of_Gondor)'|Telumehtar|Umbardacil|King of Gondor|T.A. 1632|T.A. 1798 - 1850 (52 years)||T.A. 1850 (aged 218) |
http://tolkiengateway.net/wiki/Arahael|b'http://tolkiengateway.net/wiki/Aranarth'|Arahael||Chieftain of the Dúnedain|T.A. 2012|T.A. 2106 - 2177||T.A. 2177 (aged 165) |
http://tolkiengateway.net/wiki/Arciryas|b'http://tolkiengateway.net/wiki/Telumehtar_Umbardacil'|Arciryas|||After T.A. 1684||||
http://tolkiengateway.net/wiki/Aranuir|b'http://tolkiengateway.net/wiki/Arahael'|Aranuir||Chieftain of the Dúnedain|T.A. 2084|T.A. 2177 - 2247||T.A. 2247 (aged 163) |
http://tolkiengateway.net/wiki/Narmacil_II|b'http://tolkiengateway.net/wiki/Telumehtar_Umbardacil'|Narmacil II||King of Gondor|T.A. 1684|T.A. 1850 - 1856 (6 years)||T.A. 1856 (aged 172)Battle of the Plains |
http://tolkiengateway.net/wiki/Aravir|b'http://tolkiengateway.net/wiki/Aranuir'|Aravir||Chieftain of the Dúnedain|T.A. 2156|T.A. 2247 - 2319||T.A. 2319 (aged 163) |
http://tolkiengateway.net/wiki/Calimmacil|b'http://tolkiengateway.net/wiki/Arciryas'|Calimmacil|||Mid-18th C. Third Age||||
http://tolkiengateway.net/wiki/Calimehtar_(King_of_Gondor)|b'http://tolkiengateway.net/wiki/Narmacil_II'|Calimehtar||King of Gondor|T.A. 1736|T.A. 1856 - 1936 (80 years)||T.A. 1936 (aged 200) |
http://tolkiengateway.net/wiki/Aragorn_I|b'http://tolkiengateway.net/wiki/Aravir'|Aragorn I||Chieftain of the Dúnedain|T.A. 2227|T.A. 2319 - 2327||T.A. 2327 (aged 100) |
http://tolkiengateway.net/wiki/Siriondil_(son_of_Calimmacil)|b'http://tolkiengateway.net/wiki/Calimmacil'||||||||
http://tolkiengateway.net/wiki/Araglas|b'http://tolkiengateway.net/wiki/Aragorn_I'|Araglas||Chieftain of the Dúnedain|T.A. 2296|T.A. 2327 - 2455||T.A. 2455 (aged 159) |
http://tolkiengateway.net/wiki/Ondoher|b'http://tolkiengateway.net/wiki/Calimehtar_(King_of_Gondor)'|Ondoher||King of Gondor|T.A. 1787|T.A. 1936 - 1944 (8 years)||T.A. 1944 (aged 157)Disaster of the Morannon |
http://tolkiengateway.net/wiki/Arahad_I|b'http://tolkiengateway.net/wiki/Araglas'|Arahad I||Chieftain of the Dúnedain|T.A. 2365|T.A. 2455 - 2523||T.A. 2523 (aged 158) |
http://tolkiengateway.net/wiki/Faramir_(son_of_Ondoher)|b'http://tolkiengateway.net/wiki/Ondoher'||||||||
http://tolkiengateway.net/wiki/F%C3%ADriel|b'http://tolkiengateway.net/wiki/Ondoher'||||||||
http://tolkiengateway.net/wiki/Aragost|b'http://tolkiengateway.net/wiki/Arahad_I'|Aragost||Chieftain of the Dúnedain|T.A. 2431|T.A. 2523 - 2588||T.A. 2588 (aged 157) |
http://tolkiengateway.net/wiki/Artamir|b'http://tolkiengateway.net/wiki/Ondoher'|Artamir|||Before T.A. 1896[note 1]|||T.A. 1944 Disaster of the Morannon |
http://tolkiengateway.net/wiki/Aravorn|b'http://tolkiengateway.net/wiki/Aragost'|Aravorn||Chieftain of the Dúnedain|T.A. 2497|T.A. 2588 - 2654||T.A. 2654 (aged 157) |
http://tolkiengateway.net/wiki/Arahad_II|b'http://tolkiengateway.net/wiki/Aravorn'|Arahad II||Chieftain of the Dúnedain|T.A. 2563|T.A. 2654 - 2719||T.A. 2719 (aged 156) |
http://tolkiengateway.net/wiki/Arassuil|b'http://tolkiengateway.net/wiki/Arahad_II'|Arassuil||Chieftain of the Dúnedain|T.A. 2628|T.A. 2719 - 2784||T.A. 2784 (aged 156) |
http://tolkiengateway.net/wiki/Arathorn_I|b'http://tolkiengateway.net/wiki/Arassuil'|Arathorn I||Chieftain of the Dúnedain|T.A. 2696|T.A. 2784 - 2848||T.A. 2848 (aged 152) |
http://tolkiengateway.net/wiki/Argonui|b'http://tolkiengateway.net/wiki/Arathorn_I'|Argonui||Chieftain of the Dúnedain|T.A. 2757|T.A. 2848 - 2912||T.A. 2912 (aged 155) |
http://tolkiengateway.net/wiki/Arador|b'http://tolkiengateway.net/wiki/Argonui'|Arador||Chieftain of the Dúnedain|T.A. 2820|T.A. 2912 - 2930||T.A. 2930 (aged 110)Coldfells |
http://tolkiengateway.net/wiki/Arathorn_II|b'http://tolkiengateway.net/wiki/Arador'|Arathorn II||Chieftain of the Dúnedain|T.A. 2873|T.A. 2930 - 2933||T.A. 2933 (aged 60) |
http://tolkiengateway.net/wiki/Aragorn|b'http://tolkiengateway.net/wiki/Arathorn_II'|Aragorn|Aragorn II, |Chieftain of the Dúnedain|1 March T.A. 2931|T.A. 2933 - 3019 (Chieftain)T.A. 3019 - Fo.A. 120 (King)||Fo.A. 120 (aged 210)Gondor |
http://tolkiengateway.net/wiki/Eldarion|b'http://tolkiengateway.net/wiki/Aragorn'|Eldarion||Great King, |Early Fourth Age|Fo.A. 120 - c. Fo.A. 220[note 1][1]||c. Fo.A. 220[1] (aged 100+) |
